epoch,loss,gram,moment,code,token,token_spatial,push,cycle,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,style_ref_alpha,transfer_ratio,lr,epoch_time_sec
1,7.367246985435486,0.02861320324242115,0.06868624746799469,0.002328892993973568,0.03592763831838965,0.5502096790075303,0.24952177718281746,0.0,0.0,0.0,0.0,0.0,0.0,0.9666666388511658,1.0,0.0002,32.857277154922485
2,6.38406042098999,0.02225584588944912,0.058839907422661784,0.0007888968574116007,0.08889401726424694,0.4766598844528198,0.24930703207850458,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333373069763,1.0,0.0001997071467046472,25.048542976379395
3,5.7149452877044675,0.01766328087076545,0.048229851312935355,0.000602817881735973,0.12307929389178753,0.46357227236032483,0.24940107390284538,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,1.0,0.00019883039235653812,24.970462322235107
4,4.748124160766602,0.013425247240811587,0.03747010426595807,0.0005042805589619093,0.10950090646743775,0.45891079396009443,0.24958369091153146,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666746139526,1.0,0.0001973751424377793,22.09897255897522
5,3.8204185342788697,0.010105597293004394,0.026380276344716548,0.0004577770343166776,0.078964249715209,0.4548921510577202,0.24967343792319296,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333134651184,1.0,0.0001953503690480396,25.021796941757202
6,3.272615923881531,0.007983010392636061,0.018949425416067242,0.000450494967517443,0.06543234612792731,0.45175176233053205,0.24947998121380807,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,1.0,0.00019276855558857225,25.010441541671753
7,4.191955895423889,0.0068325967481359835,0.015826724069193006,0.000470167578314431,0.07418041579425334,0.45011995285749434,0.2490993171930313,0.40716950356960296,6.096300659179687,0.0,0.1666666716337204,0.1666666716337204,0.0,0.7666666507720947,1.0,0.00018964561979789495,38.90817070007324
8,5.1687142944335935,0.006561351879499852,0.015553891658782959,0.0006880464538699016,0.09298767894506454,0.4485858082771301,0.24641796857118606,0.341706363260746,5.5588330078125,0.0,0.3333333432674408,0.3333333432674408,0.0,0.7333333492279053,1.0,0.00018600081561363877,38.76241850852966
9,6.175086541175842,0.007309290529228747,0.017462038937956094,0.008853354844031856,0.12710030987858772,0.44786280691623687,0.1426514646410942,0.2870106527209282,4.881215515136719,0.3812212535738945,0.5,0.5,0.01666666753590107,0.699999988079071,1.0,0.00018185661446562003,51.648282527923584
10,7.07174090385437,0.0077112684771418576,0.018251771172508598,0.009904712983407081,0.1642420007288456,0.4474262046813965,0.04365224612876773,0.25799579694867136,4.527733459472656,0.34284531086683273,0.6666666865348816,0.6666666865348816,0.03333333507180214,0.6666666865348816,1.0,0.00017723856673200296,55.36305594444275
11,7.654993472099304,0.00823486914858222,0.01933106305077672,0.007226078719832003,0.168513738065958,0.4481754839420319,0.03678818378597498,0.22538190871477126,4.166113834381104,0.28813369303941727,0.8333333134651184,0.8333333134651184,0.05000000074505806,0.6333333253860474,1.0,0.00017217514421272203,51.23597240447998
12,8.217945013046265,0.009132698494940996,0.021269885525107383,0.006985955843701958,0.16781716495752336,0.44941614896059034,0.035142968744039535,0.20278365686535835,3.845854778289795,0.2492113769054413,1.0,1.0,0.06666667014360428,0.6000000238418579,1.0,0.0001666975645913675,55.1482994556427
13,8.685308637619018,0.010092187765985727,0.022914806269109248,0.00608470696490258,0.16600506886839866,0.4506492829322815,0.03297431629151106,0.1827723003923893,3.543120527267456,0.2192145448923111,1.1666666269302368,1.1666666269302368,0.0833333358168602,0.5666666626930237,1.0,0.00016083959896778498,51.75175666809082
14,9.155991163253784,0.010968339163810015,0.024609439447522162,0.006018817245494574,0.16717975854873657,0.4520895266532898,0.029648730447515845,0.1659513756632805,3.3101312255859376,0.1937558540701866,1.3333333730697632,1.3333333730697632,0.10000000149011612,0.5333333611488342,1.0,0.00015463736364801516,54.98112988471985
15,9.547542619705201,0.011686644442379475,0.025305513013154268,0.005912049498874694,0.16620374634861945,0.4527915233373642,0.027509863274171948,0.15370774880051613,3.1099662017822265,0.17423900187015534,1.5,1.5,0.11666666716337204,0.5,1.0,0.00014812909747525697,51.825904846191406
16,9.908277349472046,0.012267962340265512,0.025577327869832515,0.005812750777695328,0.16639468804001808,0.4533436846733093,0.026866601407527925,0.14129947289824485,2.9445012283325194,0.15630490496754645,1.6666666269302368,1.6666666269302368,0.13333334028720856,0.46666666865348816,1.0,0.00014135492607468357,56.48380255699158
17,10.303930425643921,0.013077263245359063,0.02705829920247197,0.005702332155779004,0.1696414415538311,0.45425195157527926,0.025412890585139392,0.13359382450580598,2.7863895511627197,0.1403148362785578,1.8333333730697632,1.8333333730697632,0.15000000596046448,0.4333333373069763,1.0,0.00013435661446562004,52.07988262176514
18,10.61308530807495,0.013846928346902132,0.029166457671672107,0.006007239122409374,0.1719004765152931,0.4555810594558716,0.02632587881758809,0.12936136558651923,2.6122569465637206,0.12910028904676438,2.0,2.0,0.1666666716337204,0.4000000059604645,1.0,0.00012717730956631105,54.79138469696045
19,10.500295667648315,0.014569080462679266,0.03153494799509644,0.006557667939923704,0.17737407147884368,0.45616367399692537,0.02567119136452675,0.12412743151187897,2.463580164909363,0.1154342982918024,2.0,2.0,0.18333333730697632,0.36666667461395264,1.0,0.00011986127417882196,52.047847747802734
20,10.384580392837524,0.01561054348014295,0.03367833433672786,0.006670341226272285,0.18085530564188956,0.4570287176966667,0.025694140587002038,0.12220743417739868,2.2890884685516357,0.1065759988874197,2.0,2.0,0.20000000298023224,0.3333333432674408,1.0,0.0001124536140941453,54.76110291481018
