experiment_id,epoch,source_file,updated_at,all_clip_style,all_clip_content,all_content_lpips,all_fid,all_art_fid,all_classifier_acc,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path
spatial-adagn-expA-texture,40,G:\GitHub\Latent_Style\Cycle-NCE\summary_history-A.json,2026-02-25 01:20:01,,,,,,,0.6444578896462917,,0.363178797125,289.52683245327654,405.68179342277784,0.0,0.6181637426217397,,289.52683245327654,405.68179342277784,0.0,..\spatial-adagn-expA-texture\full_eval\epoch_0040\summary.json
spatial-adagn-expA-texture,80,G:\GitHub\Latent_Style\Cycle-NCE\summary_history-A.json,2026-02-25 01:20:01,,,,,,,0.649582128425439,,0.3680895243,295.2984401213834,415.2356480351161,0.0,0.6207919523119926,,295.2984401213834,415.2356480351161,0.0,..\spatial-adagn-expA-texture\full_eval\epoch_0080\summary.json
spatial-adagn-expB-depth,40,G:\GitHub\Latent_Style\Cycle-NCE\summary_history-B.json,2026-02-25 03:25:50,,,,,,,0.645679473131895,,0.3630817021166667,289.5613269240773,406.29291694552535,0.0,0.6148125832279523,,289.5613269240773,406.29291694552535,0.0,..\spatial-adagn-expB-depth\full_eval\epoch_0040\summary.json
spatial-adagn-expB-depth,80,G:\GitHub\Latent_Style\Cycle-NCE\summary_history-B.json,2026-02-25 03:25:50,,,,,,,0.644301005154848,,0.3621075314666667,289.34321956119527,401.24705997992606,0.0,0.6088709883391856,,289.34321956119527,401.24705997992606,0.0,..\spatial-adagn-expB-depth\full_eval\epoch_0080\summary.json
spatial-adagn-expC-reg,40,G:\GitHub\Latent_Style\Cycle-NCE\summary_history-C.json,2026-02-25 06:06:27,,,,,,,0.6459225894014041,,0.358574060925,289.14614259809946,401.3463266849506,0.0,0.611490545173486,,289.14614259809946,401.3463266849506,0.0,..\spatial-adagn-expC-reg\full_eval\epoch_0040\summary.json
spatial-adagn-expC-reg,80,G:\GitHub\Latent_Style\Cycle-NCE\summary_history-C.json,2026-02-25 06:06:27,,,,,,,0.6464930644631386,,0.35659174375,292.44228370817484,403.8929237822705,0.0,0.6149126855035623,,292.44228370817484,403.8929237822705,0.0,..\spatial-adagn-expC-reg\full_eval\epoch_0080\summary.json
no-tv,60,G:\GitHub\Latent_Style\Cycle-NCE\summary_history.json,2026-03-02 19:51:28,,,,,,,0.6607484418650468,,0.3814524962333333,282.02215579737566,399.17430365556356,0.0,0.6351018038888773,,282.02215579737566,399.17430365556356,0.0,..\no-tv\full_eval\epoch_0060\summary.json
arch_ablate_A1_swin_h2_g1_d2,40,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_A1_swin_h2_g1_d2\full_eval\epoch_0040\summary.json,2026-03-29 00:15:19,0.6844132390419643,0.8347859504533334,0.41819337378666666,286.35906311035154,298.16364425601756,0.2826666666666666,0.6558914422492186,0.82753717285,0.43109824789999995,313.10849990844724,319.0795068540874,0.12000000000000002,0.6232545095185439,0.809299582,295.923641204834,350.65944066418365,0.175,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_A1_swin_h2_g1_d2\full_eval\epoch_0040\summary.json
arch_ablate_A1_swin_h2_g1_d2_tokenized,40,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_A1_swin_h2_g1_d2\full_eval\epoch_0040_tokenized\summary.json,2026-03-29 00:19:26,0.692354073325793,0.8441377613866666,0.38583444301333336,295.47655868530273,351.4279875143204,0.30133333333333334,0.662730256964763,0.83722346025,0.4007362180166667,295.47655868530273,351.4279875143204,0.15166666666666667,0.6289918790260951,0.8287446896666666,295.47655868530273,351.4279875143204,0.06666666666666667,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_A1_swin_h2_g1_d2\full_eval\epoch_0040_tokenized\summary.json
arch_ablate_A1_swin_h2_g1_d2_distill_epochs200_tokenized,40,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_A1_swin_h2_g1_d2\full_eval\epoch_0040_tokenized_distill_epochs200\summary.json,2026-03-29 11:22:25,0.692628744006157,0.8438324076266666,0.3859915856266667,294.3636779785156,349.0611972275318,0.2986666666666667,0.6630345845719179,0.8367748337500001,0.40098080526666663,294.3636779785156,349.0611972275318,0.14833333333333337,0.6287351436913013,0.8284905721666667,294.3636779785156,349.0611972275318,0.06666666666666667,G:\GitHub\Latent_Style\Cycle-NCE\arch\arch_ablate_A1_swin_h2_g1_d2\full_eval\epoch_0040_tokenized_distill_epochs200\summary.json
