=== M1 Cleanup Start: 2026-07-02T22:22:32+08:00 ===
--- Group 1: img2img_turbo smoke ---
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_052126 | size=75M | reason=img2img_turbo_smoke_75M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_052546 | size=75M | reason=img2img_turbo_smoke_75M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_055754 | size=75M | reason=img2img_turbo_smoke_75M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_060315 | size=75M | reason=img2img_turbo_smoke_75M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_060823 | size=75M | reason=img2img_turbo_smoke_75M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_061146 | size=75M | reason=img2img_turbo_smoke_75M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_061608 | size=75M | reason=img2img_turbo_smoke_75M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_062547 | size=75M | reason=img2img_turbo_smoke_75M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_190514 | size=75M | reason=img2img_turbo_smoke_75M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_192636 | size=75M | reason=img2img_turbo_smoke_75M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_050156 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_050239 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_050448 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_050640 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_051058 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_051309 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_051439 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_052126 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_052546 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_055754 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_060315 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_060823 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_061146 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_061608 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_062547 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_185423 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_190514 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_192636 | size=460M | reason=img2img_turbo_smoke_460M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_202920 | size=1014M | reason=img2img_turbo_smoke_1014M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_201322 | size=192M | reason=img2img_turbo_smoke_192M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_201322 | size=54M | reason=img2img_turbo_smoke_datasets_54M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_datasets_20260606_202920 | size=54M | reason=img2img_turbo_smoke_datasets_54M
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_185423 | size=44K | reason=img2img_turbo_smoke_44K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_050156 | size=24K | reason=img2img_turbo_smoke_24K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_050239 | size=24K | reason=img2img_turbo_smoke_24K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_050448 | size=24K | reason=img2img_turbo_smoke_24K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_050640 | size=24K | reason=img2img_turbo_smoke_24K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_051058 | size=24K | reason=img2img_turbo_smoke_24K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_051309 | size=24K | reason=img2img_turbo_smoke_24K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/img2img_turbo_distinct5_remote_smoke_20260606_051439 | size=24K | reason=img2img_turbo_smoke_24K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/cyclegan_5x5_smoke | size=16K | reason=cyclegan_smoke
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/lbm_train_smoke_run | size=4.0K | reason=lbm_smoke
DELETE: /mnt/i/Github/Latent_Style/Related_Works/runs/lbm_train_wds_smoke_photo_to_monet | size=0 | reason=lbm_smoke_empty
--- Group 2: SaMam/SaMST failed probes ---
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_latent_distinct5_512_samecost_20260606_162544 | size=24K | reason=samam_probe_24K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_latent_distinct5_512_samecost_20260606_133519 | size=56K | reason=samam_probe_56K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samst_latent_distinct5_512_samecost_20260606_035344 | size=8.0K | reason=samst_probe_8K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samst_latent_distinct5_512_samecost_20260606_035136 | size=12K | reason=samst_probe_12K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samst_latent_distinct5_512_samecost_20260606_040419 | size=4.0K | reason=samst_probe_4K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samst_latent_distinct5_512_samecost_20260606_035731 | size=4.0K | reason=samst_probe_4K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samst_latent_distinct5_512_samecost_20260606_035540 | size=8.0K | reason=samst_probe_8K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_latent_distinct5_512_samecost_20260606_034632 | size=20K | reason=samam_probe_20K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_latent_distinct5_512_samecost_20260606_034359 | size=52K | reason=samam_probe_52K
DELETE: /mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_latent_distinct5_512_samecost_20260606_034059 | size=28K | reason=samam_probe_28K
