"timestamp","scope","path","media_count","total_mb","evidence_opened","git_state","owner_class","decision","delete_whitelist","reason","remaining_gap"
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\diagnostics\seedream_gap","5250","79.523","opened exact parent; opened diagnostics source-clip geometry md/json; opened candidate style separability md/json; checked all 7 child dirs; checked no json/csv/md/txt/log/yaml evidence under target; visually opened a sample JPG; git ls-files empty; git check-ignore matched .gitignore line 77 SchrodingerBridge/exp/**","ignored_untracked_by_SchrodingerBridge_exp_rule","seedream_gap_diagnostic_media","retain_pending_owner","no","Diagnostic image inputs are tied to the Seedream gap investigation by parent CLIP geometry and separability docs, but the target dir itself has no summary, metrics, log, config, or duplicate proof. It is not safe to delete without owner confirmation.","Owner-level decision still needed: either preserve as diagnostic image input lineage or migrate a compact manifest plus representative samples before deleting."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\diagnostics\seedream_gap\inputs\ema_edgephase_w32_flatguard_e6","750","10.881","opened child dir; counted 750 JPG files; first files cezanne_00057_to_cezanne.jpg and cezanne_00057_to_Hayao.jpg; no in-dir text evidence","ignored_untracked_by_SchrodingerBridge_exp_rule","seedream_gap_child_input_set","retain_pending_owner","no","One of seven Seedream gap candidate input sets. Pure JPG payload, no internal summary, no duplicate proof, and parent diagnostics docs exist.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\diagnostics\seedream_gap\inputs\ema_edgephase_w40_styleguard_e6","750","11.457","opened child dir; counted 750 JPG files; first files cezanne_00057_to_cezanne.jpg and cezanne_00057_to_Hayao.jpg; no in-dir text evidence","ignored_untracked_by_SchrodingerBridge_exp_rule","seedream_gap_child_input_set","retain_pending_owner","no","One of seven Seedream gap candidate input sets. Pure JPG payload, no internal summary, no duplicate proof, and parent diagnostics docs exist.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\diagnostics\seedream_gap\inputs\ema_region_sconv_w40_e6","750","11.598","opened child dir; counted 750 JPG files; first files cezanne_00057_to_cezanne.jpg and cezanne_00057_to_Hayao.jpg; no in-dir text evidence","ignored_untracked_by_SchrodingerBridge_exp_rule","seedream_gap_child_input_set","retain_pending_owner","no","One of seven Seedream gap candidate input sets. Pure JPG payload, no internal summary, no duplicate proof, and parent diagnostics docs exist.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\diagnostics\seedream_gap\inputs\ema_routed_w36_texton_e6","750","11.425","opened child dir; counted 750 JPG files; first files cezanne_00057_to_cezanne.jpg and cezanne_00057_to_Hayao.jpg; no in-dir text evidence","ignored_untracked_by_SchrodingerBridge_exp_rule","seedream_gap_child_input_set","retain_pending_owner","no","One of seven Seedream gap candidate input sets. Pure JPG payload, no internal summary, no duplicate proof, and parent diagnostics docs exist.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\diagnostics\seedream_gap\inputs\ema_routed_w44_stylepush_e6","750","11.664","opened child dir; counted 750 JPG files; first files cezanne_00057_to_cezanne.jpg and cezanne_00057_to_Hayao.jpg; no in-dir text evidence","ignored_untracked_by_SchrodingerBridge_exp_rule","seedream_gap_child_input_set","retain_pending_owner","no","One of seven Seedream gap candidate input sets. Pure JPG payload, no internal summary, no duplicate proof, and parent diagnostics docs exist.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\diagnostics\seedream_gap\inputs\ema_sconv_support_w30_guard_e6","750","10.682","opened child dir; counted 750 JPG files; first files cezanne_00057_to_cezanne.jpg and cezanne_00057_to_Hayao.jpg; no in-dir text evidence","ignored_untracked_by_SchrodingerBridge_exp_rule","seedream_gap_child_input_set","retain_pending_owner","no","One of seven Seedream gap candidate input sets. Pure JPG payload, no internal summary, no duplicate proof, and parent diagnostics docs exist.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\diagnostics\seedream_gap\inputs\ema_sconv_support_w40_style_e6","750","11.816","opened child dir; counted 750 JPG files; first files cezanne_00057_to_cezanne.jpg and cezanne_00057_to_Hayao.jpg; visually opened cezanne_00057_to_cezanne.jpg; no in-dir text evidence","ignored_untracked_by_SchrodingerBridge_exp_rule","seedream_gap_child_input_set","retain_pending_owner","no","One of seven Seedream gap candidate input sets. Pure JPG payload, no internal summary, no duplicate proof, and parent diagnostics docs exist.","Needs owner classification before cleanup."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick","3500","40.843","opened exact dir; checked all 14 parameter subdirs recursively; each subdir contains images child only; no json/csv/md/txt/log/yaml evidence under target; rg found only archaeology references outside target; git ls-files empty; git check-ignore matched .gitignore line 77 SchrodingerBridge/exp/**","ignored_untracked_by_SchrodingerBridge_exp_rule","inference_parameter_sweep_media","retain_pending_owner","no","Quick sweep is a parameter-behavior image set, not a summary packet. It has no metrics or timing, but no duplicate proof or owner authorization exists, so deletion would discard potentially useful visual sweep history.","Owner should decide whether these 14 preview points are still useful; if deleting later, preserve parameter list and sample grid first."
"2026-06-05Tcurrent","local_generated_media_pass5","SchrodingerBridge\exp\inference\inference_param_sweep_t01e8_quick\endpoint_s0p65","250","2.770","opened endpoint_s0p65/images; sampled cezanne_00123_to_cezanne.jpg; no evidence files","ignored_untracked_by_SchrodingerBridge_exp_rule","quick_endpoint_sweep_point","retain_pending_owner","no","Endpoint sweep point at style strength 0.65. Pure 5x5 JPG payload without metrics or duplicate proof.","Needs owner classification before cleanup."
