"row_origin","method","dataset_or_setting","dataset_key","resolution","train_time_value","train_time_unit","infer_time_value","infer_time_unit","params_m","source_path","source_kind","validity_class","in_timing_quality_overlay","recommended_action","note"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","Distinct5-512 / 1000 per style","distinct5_512","512","1.2","m","","","3.91","G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv","artfid_comparison_points","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","ArtFID comparison point; train time preserved from train_time_label."
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","Distinct5-512 / 1000 per style","distinct5_512","512","1.2","m","","","3.91","G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv","artfid_comparison_points","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","ArtFID comparison point; train time preserved from train_time_label."
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","Distinct5-512 / 1000 per style","distinct5_512","512","1.2","m","","","3.91","G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv","artfid_comparison_points","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","ArtFID comparison point; train time preserved from train_time_label."
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","Distinct5-512 / 1000 per style","distinct5_512","512","1.2","m","","","3.91","G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv","artfid_comparison_points","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","ArtFID comparison point; train time preserved from train_time_label."
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","distinct5_512","distinct5_512","512","","","42.104","s","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","distinct5_512","distinct5_512","512","","","35.975","s","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","distinct5_512","distinct5_512","512","","","41.843","s","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","distinct5_512","distinct5_512","512","","","35.748","s","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","distinct5_512","distinct5_512","512","","","40.472","s","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","distinct5_512","distinct5_512","512","","","35.519","s","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","distinct5_512","distinct5_512","512","","","40.72","s","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","distinct5_512","distinct5_512","512","","","35.709","s","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","distinct5_512","distinct5_512","512","","","42.104","s","3.91","SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","distinct5_512","distinct5_512","512","","","35.975","s","3.91","SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","distinct5_512","distinct5_512","512","","","41.843","s","3.91","SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET","distinct5_512","distinct5_512","512","","","35.748","s","3.91","SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","3191.26","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","6285.47","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","9473.03","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","12523.23","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","15544.849999999999","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","18570.19","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","21618.3","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","24574.96","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","27513.02","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","0.0","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","70.76506447792053","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","506.22308826446533","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","135.67059016227722","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","72.09774112701416","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","71.83662033081055","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","197.38312029838562","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","72.96682977676392","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","73.24106001853943","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","135.9388608932495","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","73.37286019325256","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","72.46199893951416","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","73.0322208404541","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","LANCET/LBM","distinct5_512","distinct5_512","512","73.28537821769714","s","","","3.91","SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/tables/clip_style_vs_1lpips_points.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","No-op","distinct5_512","distinct5_512","512","","","63.206","s","","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","No-op","distinct5_512","distinct5_512","512","","","53.888","s","","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","No-op","distinct5_512","distinct5_512","512","","","63.172","s","","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","No-op","distinct5_512","distinct5_512","512","","","52.634","s","","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.remote.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","No-op","distinct5_512","distinct5_512","512","","","63.206","s","","SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","No-op","distinct5_512","distinct5_512","512","","","53.888","s","","SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/noop_comparison_across_datasets_20260602/aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","SaMAM","Distinct5-512 / 1000 per style","distinct5_512","512","7.6","h","","","","G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv","artfid_comparison_points","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","ArtFID comparison point; train time preserved from train_time_label."
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","SaMAM","Distinct5-512 / 1000 per style","distinct5_512","512","6.8","h","","","","G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv","artfid_comparison_points","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","ArtFID comparison point; train time preserved from train_time_label."
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","SaMAM","Distinct5-512 / 1000 per style","distinct5_512","512","7.6","h","","","","G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv","artfid_comparison_points","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","ArtFID comparison point; train time preserved from train_time_label."
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","SaMAM","Distinct5-512 / 1000 per style","distinct5_512","512","6.8","h","","","","G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\artfid_metric_hacking\distinct5_aggregate_artfid_keypoints.remote.csv","artfid_comparison_points","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","ArtFID comparison point; train time preserved from train_time_label."
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","SaMAM","Distinct5-512 / 1000 per style","distinct5_512","512","10.2","h","","","","G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\baseline_packet_status_20260604\packet_status.json","artfid_comparison_points","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","ArtFID comparison point; train time preserved from train_time_label."
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","SaMAM","Distinct5-512 / 1000 per style","distinct5_512","512","10.2","h","","","","G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\baseline_packet_status_20260604\packet_status.json","artfid_comparison_points","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","ArtFID comparison point; train time preserved from train_time_label."
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","SaMAM","distinct5_512","distinct5_512","512","","","56.546","s","","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","SaMAM","distinct5_512","distinct5_512","512","","","47.582","s","","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","SaMAM","distinct5_512","distinct5_512","512","","","56.559","s","","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv"
"SchrodingerBridge/docs/timing/training_inference_timing_master.csv","SaMAM","distinct5_512","distinct5_512","512","","","47.38","s","","SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv","generic_csv","metric_evidence","False","not matched by quality overlay; keep docs row but source-open before claim use","Parsed from SchrodingerBridge/docs/experiments/distinct5_512_20260602/artfid_metric_hacking/distinct5_aggregate_artfid_keypoints.csv"
