"location","remote_root","directory","epoch","decision","planned_action","reason","retained_evidence","checkpoint_path","checkpoint_mb","eval_summary_path","eval_summary_kind","transfer_clip_style","transfer_content_lpips","transfer_art_fid","wall_total_sec","train_log_path","train_sum_epoch_time_sec","train_epoch_time_sec","source_evidence_csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0001","delete_candidate","delete_checkpoint","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","config/log/full_eval summaries for e1-e8","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0001.pt","67.26","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0001\summary.json","full_eval","0.6657610585788886","0.3396798792833333","","111.99988173399925","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","546.339376449585","67.0106086730957","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0002","delete_candidate","delete_checkpoint","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","config/log/full_eval summaries for e1-e8","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0002.pt","67.26","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0002\summary.json","full_eval","0.6637254176040491","0.3655321943833333","","121.9430976019994","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","546.339376449585","67.0106086730957","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0003","delete_candidate","delete_checkpoint","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","config/log/full_eval summaries for e1-e8","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0003.pt","67.26","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0003\summary.json","full_eval","0.661764578272899","0.36060448111666676","","126.47379621800064","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","546.339376449585","67.0106086730957","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0004","delete_candidate","delete_checkpoint","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","config/log/full_eval summaries for e1-e8","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0004.pt","67.26","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0004\summary.json","full_eval","0.6607113491992156","0.34854177225","","130.40203274800115","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","546.339376449585","67.0106086730957","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0005","delete_candidate","delete_checkpoint","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","config/log/full_eval summaries for e1-e8","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0005.pt","67.26","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0005\summary.json","full_eval","0.661518538246552","0.35016551106666666","","127.11739125399981","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","546.339376449585","67.0106086730957","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0006","delete_candidate","delete_checkpoint","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","config/log/full_eval summaries for e1-e8","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0006.pt","67.26","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0006\summary.json","full_eval","0.6626541547477245","0.3617854780333333","","130.2783281079992","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","546.339376449585","67.0106086730957","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0007","delete_candidate","delete_checkpoint","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","config/log/full_eval summaries for e1-e8","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0007.pt","67.26","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0007\summary.json","full_eval","0.6655584088961283","0.3816842652","","138.85060355799942","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","546.339376449585","67.0106086730957","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_f_seed42_b44_e8","epoch_0008","delete_candidate","delete_checkpoint","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","config/log/full_eval summaries for e1-e8","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0008.pt","67.26","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0008\summary.json","full_eval","0.666298123896122","0.3846649028333334","","136.38432930499948","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv","546.339376449585","67.0106086730957","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0001","delete_candidate","delete_checkpoint","K-longer recovery is closed through e5-e8 with ArtFID summaries; still fails +0.006 transfer CLIP-S gate and LPIPS worsens, so ckpts are negative-evidence clutter after summaries remain.","config/log/full_eval e1-e4 and full_eval_artfid e5-e8 summaries/grids","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0001.pt","67.702","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval\epoch_0001\summary.json","full_eval","0.6712508509556453","0.3722510408333334","","99.50512621400048","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","526.95859503746","64.67221856117249","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
"remote_I","I:\Github\Latent_Style\SchrodingerBridge\exp","aaai2027_longer_train_k_seed42_b44_e8","epoch_0002","delete_candidate","delete_checkpoint","K-longer recovery is closed through e5-e8 with ArtFID summaries; still fails +0.006 transfer CLIP-S gate and LPIPS worsens, so ckpts are negative-evidence clutter after summaries remain.","config/log/full_eval e1-e4 and full_eval_artfid e5-e8 summaries/grids","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0002.pt","67.702","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval\epoch_0002\summary.json","full_eval","0.668066897491614","0.3713360708833333","","105.36358040800042","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv","526.95859503746","64.67221856117249","G:\GitHub\Latent_Style\EXPERIMENT_ARCHAEOLOGY\manual_remote_schrodingerbridge_epoch_evidence_20260605.csv"
