experiment_id,epoch,epoch_num,k_value,recipe_id,description,content_weights,target_weights,balance_target_styles_per_batch,summary_path,checkpoint,all_clip_style,all_clip_content,all_content_lpips,transfer_clip_style,transfer_clip_content,transfer_content_lpips,photo_clip_style,photo_clip_content,photo_content_lpips,identity_clip_style,identity_clip_content,identity_content_lpips,score_ec_all,score_65_35_all,score_ec_transfer,score_65_35_transfer,score_ec_photo,score_65_35_photo,primary_score,weighted_score_65_35,photo_primary_score
K2_r00_balanced_default,epoch_0003,3,2.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r00_balanced_default\full_eval\epoch_0003\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r00_balanced_default\epoch_0003.pt,0.6979566460450489,0.8726833144533334,0.37773701265333337,0.6658062741160393,0.86798462715,0.3860348640833333,0.6396215826272964,0.8418296682499999,0.40356712466666667,0.8265581337610879,0.8914780636666666,0.34454560693333336,0.43431258760645214,0.6714638655006151,0.4087818395818235,0.6476618757462589,0.38149133965165566,0.6245055350744093,0.43431258760645214,0.6714638655006151,0.38149133965165566
K2_r00_balanced_default,epoch_0004,4,2.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r00_balanced_default\full_eval\epoch_0004\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r00_balanced_default\epoch_0004.pt,0.7009483207861582,0.8665585237066666,0.3829034392533333,0.6699176456530889,0.8614995130833334,0.39120108396666664,0.6450901637474695,0.8324987400000001,0.41440910075000004,0.8250710213184357,0.8867945662000001,0.3497128604,0.43255279801828955,0.6716002047723362,0.4078451365052032,0.6485260902861745,0.3777589290862104,0.6242654211733552,0.43255279801828955,0.6716002047723362,0.3777589290862104
K2_r00_balanced_default,epoch_0002,2,2.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r00_balanced_default\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r00_balanced_default\epoch_0002.pt,0.6957639321486154,0.87285835328,0.38009777845333337,0.6634838703274727,0.8688315253666667,0.3883232797166667,0.6374037764966488,0.8425747005833333,0.40127828025,0.8248841794331868,0.8889656649333333,0.3471957734,0.43130560721097094,0.6692123334379334,0.4058376377628009,0.645351367812024,0.3816274852392182,0.6238650566353218,0.43130560721097094,0.6692123334379334,0.3816274852392182
K2_r18_cezanne_fix_prev,epoch_0001,1,2.0,R18_cezanne_fix_prev,Previous manual recipe plus extra Cezanne target.,"1.35,1.25,0.85,0.85,0.95","0.75,1.3,1.05,1.05,1.45",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r18_cezanne_fix_prev\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r18_cezanne_fix_prev\epoch_0001.pt,0.6944013344446818,0.8584202075466666,0.3823734821733333,0.6632994774977365,0.8550878371500001,0.3890218249,0.6376184436182181,0.8139547145833333,0.4137892933333333,0.8188087622324627,0.8717496891333333,0.35578011126666664,0.4288806781672594,0.6675301486283765,0.40526150430635066,0.6449870216585287,0.37377875841713576,0.6196257356851751,0.4288806781672594,0.6675301486283765,0.37377875841713576
K2_r00_balanced_default,epoch_0001,1,2.0,R00_balanced_default,Original balanced target sampler from base config.,,,True,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r00_balanced_default\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r00_balanced_default\epoch_0001.pt,0.6974078176021576,0.8702159540400001,0.3866822464666666,0.665623793900013,0.8667380101166667,0.39483831106666667,0.6438225167493026,0.8228752849166667,0.42984311124999997,0.824543912410736,0.8841277297333334,0.35405798806666666,0.42773259598834007,0.6679762951780692,0.40281001931074484,0.6444620571616752,0.36707984305697716,0.6180395469495468,0.42773259598834007,0.6679762951780692,0.36707984305697716
K2_r18_cezanne_fix_prev,epoch_0002,2,2.0,R18_cezanne_fix_prev,Previous manual recipe plus extra Cezanne target.,"1.35,1.25,0.85,0.85,0.95","0.75,1.3,1.05,1.05,1.45",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r18_cezanne_fix_prev\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r18_cezanne_fix_prev\epoch_0002.pt,0.6975767001310984,0.85544069904,0.3871472428,0.666875452597936,0.8510202583666665,0.39482628805000003,0.6422480210661888,0.8140721245,0.4183765845,0.8203816902637483,0.8731224617333334,0.3564310618,0.4275118040338213,0.6679233201052139,0.4035754930570292,0.6452798433711584,0.3735464876106327,0.6210294091180227,0.4275118040338213,0.6679233201052139,0.3735464876106327
K2_r10_no_photo_target,epoch_0002,2,2.0,R10_no_photo_target,Nearly remove photo target to focus transfer style.,"1.5,1.1,0.9,0.9,0.9","0.3,1.35,1.35,1.35,1.35",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r10_no_photo_target\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r10_no_photo_target\epoch_0002.pt,0.6971743475596109,0.8605077833999999,0.3875077980266667,0.6660929185152054,0.8558427071333334,0.39533527208333336,0.6383874277273813,0.821883226,0.4099366921666666,0.8215000637372334,0.8791680884666666,0.3561979018,0.4270138512961081,0.6675355966044138,0.402762893341215,0.6445930518057168,0.37668899728403166,0.6214739857644646,0.4270138512961081,0.6675355966044138,0.37668899728403166
K2_r02_prev_manual,epoch_0002,2,2.0,R02_prev_manual,Previous manual recipe: more photo/Hayao content and Hayao/art target.,"1.35,1.25,0.85,0.85,0.85","0.8,1.35,1.05,1.05,1.05",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r02_prev_manual\full_eval\epoch_0002\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r02_prev_manual\epoch_0002.pt,0.6989876854419709,0.8533248044,0.38910740388,0.6683259346087774,0.8488076303333333,0.3964438857666667,0.6404235218962033,0.8186654413333333,0.4133561914166667,0.8216346887747447,0.8713935006666667,0.35976147633333333,0.42700640181555555,0.6681544041792811,0.40337220413383446,0.645656497477372,0.3757004939915405,0.6216006222366988,0.42700640181555555,0.6681544041792811,0.3757004939915405
K2_r02_prev_manual,epoch_0003,3,2.0,R02_prev_manual,Previous manual recipe: more photo/Hayao content and Hayao/art target.,"1.35,1.25,0.85,0.85,0.85","0.8,1.35,1.05,1.05,1.05",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r02_prev_manual\full_eval\epoch_0003\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r02_prev_manual\epoch_0003.pt,0.6996011730829875,0.8553956460133334,0.3910882139333334,0.6688308191299438,0.85017526955,0.3988882047,0.6380958018203575,0.8253828993333333,0.4043213804166667,0.822682588895162,0.8762771518666668,0.35988825086666665,0.4259953998362971,0.6678598876272752,0.4020420944391701,0.6451291607894635,0.38010002639027074,0.623249788037399,0.4259953998362971,0.6678598876272752,0.38010002639027074
K2_r15_hard_art,epoch_0001,1,2.0,R15_hard_art,Hard version of art target emphasis.,"1.6,1.1,0.75,0.75,0.75","0.45,1.45,1.45,1.45,1.45",False,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r15_hard_art\full_eval\epoch_0001\summary.json,G:\GitHub\Latent_Style\SchrodingerBridge\weight_sweep_40\K2_r15_hard_art\epoch_0001.pt,0.6979875117937724,0.85440721008,0.3897267278533333,0.6678646081686019,0.85057435185,0.39713803806666664,0.6413480967283249,0.8090368949166667,0.4242214071666667,0.818479126294454,0.869738643,0.360081487,0.4259631227398956,0.6672875279172854,0.40263016798636025,0.645113681986258,0.3692745046505715,0.6183987703650778,0.4259631227398956,0.6672875279172854,0.3692745046505715
