"deleted_at","status","checkpoint_path","directory","epoch","before_bytes","before_mb","last_write_time","after_exists","reason","eval_summary_path","train_log_path","error"
"2026-06-05T09:16:09+08:00","deleted","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0001.pt","aaai2027_longer_train_f_seed42_b44_e8","epoch_0001","70526806","67.26","2026-06-03 22:38:39","False","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0001\summary.json","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv",""
"2026-06-05T09:16:09+08:00","deleted","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0002.pt","aaai2027_longer_train_f_seed42_b44_e8","epoch_0002","70526806","67.26","2026-06-03 22:39:46","False","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0002\summary.json","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv",""
"2026-06-05T09:16:09+08:00","deleted","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0003.pt","aaai2027_longer_train_f_seed42_b44_e8","epoch_0003","70526806","67.26","2026-06-03 22:40:54","False","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0003\summary.json","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv",""
"2026-06-05T09:16:09+08:00","deleted","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0004.pt","aaai2027_longer_train_f_seed42_b44_e8","epoch_0004","70526806","67.26","2026-06-03 22:42:01","False","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0004\summary.json","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv",""
"2026-06-05T09:16:09+08:00","deleted","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0005.pt","aaai2027_longer_train_f_seed42_b44_e8","epoch_0005","70526806","67.26","2026-06-03 22:43:09","False","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0005\summary.json","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv",""
"2026-06-05T09:16:09+08:00","deleted","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0006.pt","aaai2027_longer_train_f_seed42_b44_e8","epoch_0006","70526806","67.26","2026-06-03 22:44:17","False","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0006\summary.json","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv",""
"2026-06-05T09:16:09+08:00","deleted","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0007.pt","aaai2027_longer_train_f_seed42_b44_e8","epoch_0007","70526806","67.26","2026-06-03 22:45:24","False","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0007\summary.json","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv",""
"2026-06-05T09:16:09+08:00","deleted","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\epoch_0008.pt","aaai2027_longer_train_f_seed42_b44_e8","epoch_0008","70526806","67.26","2026-06-03 22:46:32","False","F-longer is documented as failed retention gate and not a paper-result improvement; per-epoch summaries/images/log remain as negative evidence.","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\full_eval\epoch_0008\summary.json","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_f_seed42_b44_e8\logs\training_20260603_223721.csv",""
"2026-06-05T09:16:09+08:00","deleted","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0001.pt","aaai2027_longer_train_k_seed42_b44_e8","epoch_0001","70991086","67.702","2026-06-03 23:39:00","False","K-longer recovery is closed through e5-e8 with ArtFID summaries; still fails +0.006 transfer CLIP-S gate and LPIPS worsens, so ckpts are negative-evidence clutter after summaries remain.","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval\epoch_0001\summary.json","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv",""
"2026-06-05T09:16:09+08:00","deleted","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\epoch_0002.pt","aaai2027_longer_train_k_seed42_b44_e8","epoch_0002","70991086","67.702","2026-06-03 23:40:04","False","K-longer recovery is closed through e5-e8 with ArtFID summaries; still fails +0.006 transfer CLIP-S gate and LPIPS worsens, so ckpts are negative-evidence clutter after summaries remain.","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\full_eval\epoch_0002\summary.json","I:\Github\Latent_Style\SchrodingerBridge\exp\aaai2027_longer_train_k_seed42_b44_e8\logs\training_20260603_233745.csv",""
