"path","action","delete_class","size_mb","extension","reason","last_write_time"
"G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_distinct5_512_wsl_b2_stepcalib_20260605_035957\step_checkpoints\last.ckpt","delete_candidate","related_works_stepcalib_checkpoint","275.897316",".ckpt","20260605 local WSL step calibration/alignment checkpoint; keep logs/gpu_samples, delete weights","2026-06-05T04:00:33"
"G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_distinct5_512_wsl_b2_stepcalib_20260605_035957\step_checkpoints\step-step=000005.ckpt","delete_candidate","related_works_stepcalib_checkpoint","275.897194",".ckpt","20260605 local WSL step calibration/alignment checkpoint; keep logs/gpu_samples, delete weights","2026-06-05T04:00:27"
"G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_distinct5_512_wsl_b4_step2min_20260605_041551\step_checkpoints\last.ckpt","delete_candidate","related_works_stepcalib_checkpoint","275.897316",".ckpt","20260605 local WSL step calibration/alignment checkpoint; keep logs/gpu_samples, delete weights","2026-06-05T04:17:15"
"G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_distinct5_512_wsl_b4_step2min_20260605_041551\step_checkpoints\step-step=000010.ckpt","delete_candidate","related_works_stepcalib_checkpoint","275.897194",".ckpt","20260605 local WSL step calibration/alignment checkpoint; keep logs/gpu_samples, delete weights","2026-06-05T04:17:10"
"G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_distinct5_512_wsl_b4_stepalign11_20260605_041937\step_checkpoints\last.ckpt","delete_candidate","related_works_stepcalib_checkpoint","275.897316",".ckpt","20260605 local WSL step calibration/alignment checkpoint; keep logs/gpu_samples, delete weights","2026-06-05T04:21:05"
"G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_distinct5_512_wsl_b4_stepalign11_20260605_041937\step_checkpoints\step-step=000011.ckpt","delete_candidate","related_works_stepcalib_checkpoint","275.897194",".ckpt","20260605 local WSL step calibration/alignment checkpoint; keep logs/gpu_samples, delete weights","2026-06-05T04:20:59"
"G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_distinct5_512_wsl_b4_stepalign17_20260605_042609\step_checkpoints\last.ckpt","delete_candidate","related_works_stepcalib_checkpoint","275.897316",".ckpt","20260605 local WSL step calibration/alignment checkpoint; keep logs/gpu_samples, delete weights","2026-06-05T04:28:13"
"G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_distinct5_512_wsl_b4_stepalign17_20260605_042609\step_checkpoints\step-step=000017.ckpt","delete_candidate","related_works_stepcalib_checkpoint","275.897194",".ckpt","20260605 local WSL step calibration/alignment checkpoint; keep logs/gpu_samples, delete weights","2026-06-05T04:28:08"
"G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_distinct5_512_wsl_b4_stepcalib_20260605_040108\step_checkpoints\last.ckpt","delete_candidate","related_works_stepcalib_checkpoint","275.897316",".ckpt","20260605 local WSL step calibration/alignment checkpoint; keep logs/gpu_samples, delete weights","2026-06-05T04:02:01"
"G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samam_distinct5_512_wsl_b4_stepcalib_20260605_040108\step_checkpoints\step-step=000005.ckpt","delete_candidate","related_works_stepcalib_checkpoint","275.897194",".ckpt","20260605 local WSL step calibration/alignment checkpoint; keep logs/gpu_samples, delete weights","2026-06-05T04:01:55"
