"timestamp","action","exp_dir","path","size_mb","extension","reason"
"2026-06-05 10:11:44","deleted_media","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\eval_low100_high050_k5_quick_n6\grid_first_per_class.png","2.239293",".png","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts."
"2026-06-05 10:11:44","deleted_media","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\eval_low100_high050_k5_quick_n6\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Expressionism.png","0.491737",".png","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts."
"2026-06-05 10:11:44","deleted_media","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\eval_low100_high050_k5_quick_n6\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Impressionism.png","0.544074",".png","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts."
"2026-06-05 10:11:44","deleted_media","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\eval_low100_high050_k5_quick_n6\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Post_Impressionism.png","0.522846",".png","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts."
"2026-06-05 10:11:44","deleted_media","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\eval_low100_high050_k5_quick_n6\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Realism.png","0.514942",".png","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts."
"2026-06-05 10:11:44","deleted_media","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\eval_low100_high050_k5_quick_n6\generated\Expressionism__balthus_young-girl-at-the-window-1957__to__Symbolism.png","0.495552",".png","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts."
"2026-06-05 10:11:44","deleted_media","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\eval_low100_high050_k5_quick_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Expressionism.png","0.547121",".png","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts."
"2026-06-05 10:11:44","deleted_media","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\eval_low100_high050_k5_quick_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Impressionism.png","0.596808",".png","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts."
"2026-06-05 10:11:44","deleted_media","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\eval_low100_high050_k5_quick_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Post_Impressionism.png","0.574246",".png","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts."
"2026-06-05 10:11:44","deleted_media","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\eval_low100_high050_k5_quick_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Realism.png","0.564193",".png","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts."
"2026-06-05 10:11:44","deleted_media","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\eval_low100_high050_k5_quick_n6\generated\Expressionism__david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957__to__Symbolism.png","0.546814",".png","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts."
"2026-06-05 10:11:44","deleted_media","delta_freq_gain","I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\delta_freq_gain\eval_low100_high050_k5_quick_n6\generated\Expressionism__emil-nolde_jesus-christ-and-the-sinner-1926__to__Expressionism.png","0.414552",".png","Uncited directory with structured summary/CSV evidence retained; generated images are large non-source artifacts."
