family_id,scope,parent_clip_style,parent_content_lpips,control_clip_style,control_content_lpips,candidate_clip_style,candidate_content_lpips,parent_style_minus_idt,control_style_minus_idt,candidate_style_minus_idt,candidate_minus_control_clip_style,candidate_minus_control_content_lpips,decision,notes
fiber_sde_sigma0p01,full,0.703233533661,0.312549644699,0.703023903569,0.311868220373,0.702953994115,0.311888452969,0.023110920787,0.022901290695,0.022831381241,-0.000069909453,0.000020232596,inconclusive_tie,all-pairs is slightly worse for fiber-aligned at sigma=0.01; continue formal sigma sweep before decision
fiber_sde_sigma0p02,full,0.703233533661,0.312549644699,0.703432254752,0.313025483213,0.703320111275,0.313015207207,0.023110920787,0.023309641877,0.023197498401,-0.000112143477,-0.000010276007,conservative_not_promoted,fiber-aligned lowers all-pairs LPIPS by only 1e-5 and also lowers style; isotropic remains the better style injection at sigma=0.02
fiber_sde_sigma0p03,full,0.703233533661,0.312549644699,0.704514225403,0.314930248987,0.704633261045,0.314861901460,0.023110920787,0.024391612529,0.024510648171,0.000119035641,-0.000068347527,marginal_positive_continue,all-pairs matched delta favors fiber-aligned at sigma=0.03; continue sigma=0.05 before closing the SDE mechanism read
fiber_sde_sigma0p05,full,0.703233533661,0.312549644699,0.706639104128,0.320867713875,0.706763004422,0.321092547800,0.023110920787,0.026516491254,0.026640391548,0.000123900294,0.000224833925,style_upper_not_promoted,"all-pairs style improves at sigma=0.05, but LPIPS rises materially; keep as style-upper evidence, not as the promoted balanced point"
smoe_translator_k070_e3_e1,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.703539620797,0.329735881227,0.023110920787,0.023110920787,0.023417007923,0.000306087136,0.017186236528,running_early_negative_lpips,SMoE-only e1 all-pairs has tiny style gain and clear LPIPS cost against the same k070 epoch_0003 parent; keep training and inspect e2/e3 before mechanism read
smoe_translator_k070_e3_e2,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.701436311682,0.327738199107,0.023110920787,0.023110920787,0.021313698808,-0.001797221979,0.015188554408,running_negative_style_and_lpips,SMoE-only e2 all-pairs is a structural recovery from e1 but still a dominated point against k070 epoch_0003; continue to e3 before closure
smoe_translator_k070_e3_e3,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.699962865988,0.321328752112,0.023110920787,0.023110920787,0.019840253115,-0.003270667672,0.008779107413,running_low_lpips_low_style,SMoE-only e3 all-pairs improves structure relative to e2 but the style loss is larger; continue only to satisfy the formal curve rule before closure
smoe_translator_k070_e3_e4,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.700884174506,0.317941843747,0.023110920787,0.023110920787,0.020761561632,-0.002349359155,0.005392199048,running_low_lpips_low_style,SMoE-only e4 all-pairs is the closest structural point so far but still lower style and higher LPIPS than the matched parent
smoe_translator_k070_e3_e5,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.702158382813,0.323817452320,0.023110920787,0.023110920787,0.022035769939,-0.001075150848,0.011267807621,running_style_recovery_not_promoted,SMoE-only e5 all-pairs follows the same style recovery with structure regression and remains dominated by the matched parent
smoe_translator_k070_e3_e6,full,0.703233533661,0.312549644699,0.703233533661,0.312549644699,0.700533810457,0.330586268387,0.023110920787,0.023110920787,0.020411197583,-0.002699723204,0.018036623688,running_non_pareto_regression,SMoE-only e6 all-pairs is also non-Pareto and materially worse than k070 epoch_0003
